rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough,Sate,zip1
1115,37171845,2199,2,1,900,11,3,106,1,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan,NY,10029
1886,23640165,2430,0,1,330,2,7,89,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
1001,96553853,10000,2,2,1318,3,15,30,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
5402,33813525,6400,3,2,1100,4,3,13,0,0,0,0,1,1,0,0,Lower East Side,All Downtown,Manhattan,NY,10002
3482,99463751,5895,2,2,1250,1,25,112,1,0,0,1,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
6128,19335948,2600,0,1,490,3,10,15,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
3736,42249543,4700,1,1,500,2,3,116,0,0,0,0,0,0,0,0,Soho,All Downtown,Manhattan,NY,10012
2309,40736689,6000,2,2,1428,3,15,88,0,1,0,1,1,1,1,1,Upper West Side,All Upper West Side,Manhattan,NY,10023
1148,82702893,4995,2,1,866,2,5,25,0,0,0,1,0,1,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
2201,88520811,3045,1,1,589,1,3,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn,NY,11201
8320,70647804,3388,0,1,825,4,4,47,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
5736,29090765,3483,1,1,735,9,4,87,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
1904,69754111,2900,2,1,1250,2,2,96,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan,NY,10940
2376,78690860,4600,1,1,890,2,8,10,0,0,1,1,1,1,0,0,Midtown East,All Midtown,Manhattan,NY,10017
10520,3595327,1695,1,1,750,1,4,87,1,1,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan,NY,10037
7224,27580462,2700,0,1,542,6,22,28,0,0,0,1,1,1,0,0,Midtown East,All Midtown,Manhattan,NY,10017
1380,89734873,11750,4,3,3100,2,11,111,1,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan,NY,10020
5050,22254989,3790,1,1,681,2,7,90,1,1,1,1,1,0,0,1,Downtown Brooklyn,Northwest Brooklyn,Brooklyn,NY,11223
10315,71689803,3400,3,2,1200,2,2,86,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens,NY,11101
6843,26998106,5080,1,1,850,2,26,42,1,0,1,0,0,1,1,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
1554,33299325,4890,1,1,815,43,7,8,1,0,0,0,1,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
6566,49239817,3800,1,1,750,13,21,9,1,0,0,1,1,0,0,1,Midtown West,All Midtown,Manhattan,NY,10019
3068,12171087,5200,3,2,2000,5,4,106,0,0,0,0,0,1,0,0,Central Harlem,All Upper Manhattan,Manhattan,NY,10037
8385,8217653,2695,1,1,875,8,15,56,1,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens,NY,11375
3515,50334625,2800,0,1,450,4,5,43,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
3257,13753727,4275,2,2,913,6,16,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens,NY,11101
1645,78923604,6000,2,2,1200,9,4,105,0,0,1,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
2704,66400208,2100,0,1,400,5,2,101,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
10876,80161961,2500,0,1,525,7,4,66,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn,NY,11213
3187,61445147,2300,1,1,500,6,3,96,0,0,0,0,0,0,0,0,Chinatown,All Downtown,Manhattan,NY,10013
6882,2454825,16750,3,3,2850,1,27,102,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
5974,55326053,6400,2,1,1151,3,7,87,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
8071,19187364,5595,2,2,1170,4,28,85,1,1,1,1,1,1,0,1,Financial District,All Downtown,Manhattan,NY,10004
6519,36739709,2800,0,1,466,5,4,10,0,0,0,0,1,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
9663,70647804,3219,0,1,533,4,17,47,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
1239,60757353,8500,2,2,1244,1,6,9,0,0,1,1,1,0,0,0,Soho,All Downtown,Manhattan,NY,10012
194,81896419,2000,2,1,1000,7,3,76,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens,NY,11375
9386,9968115,2200,1,1,886,8,4,58,1,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens,NY,11104
10593,18737355,2400,2,1,825,11,2,88,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens,NY,11101
2295,45013573,10000,2,2,1508,1,7,89,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
5912,72456320,2600,3,1,1200,5,3,91,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn,NY,11213
3466,35632183,3775,1,1,600,0,2,56,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
6233,91179322,3226,1,1,976,3,5,0,1,0,0,0,0,0,0,0,Prospect Park South,Prospect Park,Brooklyn,NY,11218
11163,69339033,4350,1,1,880,7,14,16,0,0,0,1,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
726,7163201,4995,2,2,1251,5,4,8,0,1,1,0,0,1,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
5075,10817685,6950,3,2,1172,3,4,85,1,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn,NY,11231
5852,99463751,3995,1,1,899,1,14,112,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
3458,89875520,4995,2,2,1153,43,16,9,0,0,0,0,0,0,0,0,Roosevelt Island,All Upper East Side,Manhattan,NY,10044
4076,64397830,7195,5,2,2430,5,5,96,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
500,15106811,7600,2,2,1500,5,9,2,0,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan,NY,10013
960,18700626,2995,1,1,350,1,5,116,0,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan,NY,10014
6080,7258377,4490,1,1,620,4,29,16,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan,NY,10199
7072,7643746,3450,3,2,1800,2,5,101,1,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan,NY,10940
8996,49239817,3800,1,1,700,13,19,9,1,1,0,1,1,0,0,1,Midtown West,All Midtown,Manhattan,NY,10019
11177,46891183,14662,4,3,1732,4,10,113,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
3104,48187753,3500,3,1,950,5,2,115,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
2894,19335948,2575,0,1,490,3,8,15,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
1387,10574372,3080,1,1,655,7,5,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
8676,11588677,6992,2,2,1213,2,7,0,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
10706,77153138,3750,1,1,700,3,5,90,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan,NY,12834
8378,17183665,6695,2,2,1033,2,17,30,0,0,0,1,0,0,0,0,Flatiron,All Downtown,Manhattan,NY,10010
3842,3021385,5500,1,1,1165,5,22,37,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
7418,57327522,5475,1,1,1094,2,38,30,0,1,1,1,1,1,0,1,Midtown,All Midtown,Manhattan,NY,10020
8402,58994300,1850,1,1,1000,2,1,11,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens,NY,11101
9776,16444992,6000,4,2,1800,3,2,56,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
10549,54696794,4910,2,2,933,10,10,16,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
10485,9925024,5150,1,1,695,3,18,52,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan,NY,10013
2474,3021385,4950,1,1,1115,5,2,37,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
8940,30888541,2700,2,2,750,11,2,96,0,0,0,0,0,0,0,0,Columbia St Waterfront District,Northwest Brooklyn,Brooklyn,NY,11231 
987,39809462,1600,0,1,600,3,5,65,0,0,0,0,0,0,0,0,Jackson Heights,Central Queens,Queens,NY,11372
6356,9925024,5225,1,1,770,3,11,52,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan,NY,10013
7240,33780897,4246,2,2,1100,4,6,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
7024,33299325,13750,3,3,1920,43,8,8,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
1388,79041424,2299,3,1,1000,8,1,106,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn,NY,11213
7568,18850963,2400,1.5,1,750,5,2,88,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn,NY,11222
292,29204811,4500,1,1,755,7,43,6,0,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan,NY,10018
7968,50551718,2485,1,1,703,10,5,3,1,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn,NY,11205
5416,54586401,2200,1,1,675,4,4,88,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan,NY,10940
7667,96242659,4000,1,1,840,10,40,30,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
6408,87722250,4000,1,2,900,3,1,106,1,1,1,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn,NY,11206
7220,81758515,4300,0,1,559,3,24,11,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan,NY,10010
428,76409285,2750,1,1,730,5,3,9,0,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan,NY,10029
7191,31163661,2995,4,1,2000,5,1,4,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn,NY,11213
5671,54696794,5120,2,2,1003,10,7,16,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
2409,57174723,5895,2,2,1200,2,18,13,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
1935,84130049,11723,3,2,1540,1,8,89,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
6553,70760268,4270,1,1,630,2,12,13,0,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan,NY,10002
4977,57174723,2995,0,1,548,2,11,13,0,0,1,0,0,1,0,0,Financial District,All Downtown,Manhattan,NY,10004
7800,55531243,2150,1,1,687,4,2,96,0,0,0,0,0,0,0,0,Hamilton Heights,All Upper Manhattan,Manhattan,NY,10031
1122,50130886,3500,1,1,651,6,34,37,1,0,0,1,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
7889,49344680,2150,1,1,650,7,2,115,0,1,0,1,1,0,1,1,Midtown West,All Midtown,Manhattan,NY,10019
2291,8716928,1500,1,1,800,6,3,52,0,0,0,0,0,0,0,0,Kensington,South Brooklyn,Brooklyn,NY,11218
508,93684714,4370,2,2,933,1,25,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn,NY,11223
7731,42531018,2350,0,1,400,5,16,30,0,0,1,1,1,0,0,1,Midtown East,All Midtown,Manhattan,NY,10017
9184,50130886,4499,2,1,837,6,14,37,0,0,0,1,1,1,0,1,Midtown East,All Midtown,Manhattan,NY,10017
8612,36199025,3815,1,1,665,8,23,16,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
8094,83144502,2400,2,1,800,8,2,111,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn,NY,11213
5659,42310948,3200,1,1,701,10,13,6,1,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn,NY,11205
2008,23908490,3200,2,1,850,7,3,60,0,1,0,1,1,1,1,1,Midtown East,All Midtown,Manhattan,NY,10017
4123,68035427,3500,4,2,1500,7,1,86,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn,NY,11221
11007,66234392,1625,1,1,560,6,2,96,1,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan,NY,10940
3874,62297362,3500,1,1,722,12,32,32,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
9498,15098019,3495,1,1,686,10,34,29,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
6861,47903202,2025,2,1,891,6,2,54,1,0,0,0,0,0,0,0,Kew Gardens,Northeast Queens,Queens,NY,11415
5977,37993725,1600,1.5,1,800,3,3,109,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn,NY,11221
5886,33426931,2025,0,1,350,3,4,90,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
1334,61226036,2700,3,1,750,2,1,112,1,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan,NY,10940
5095,32317162,3550,1,1,748,6,9,10,0,1,0,0,0,1,1,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
3698,43596424,6000,1,1,1500,2,2,151,0,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan,NY,10013
2940,19335948,4750,2,2,917,3,4,15,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
1751,89197252,2800,0,1,520,2,24,9,0,0,0,1,1,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
5128,52180312,5000,1,1,707,2,5,8,0,1,0,1,1,1,0,0,Chelsea,All Downtown,Manhattan,NY,10199
4967,93176086,3500,2,2,1050,5,4,96,0,0,1,0,0,1,0,0,Central Harlem,All Upper Manhattan,Manhattan,NY,10037
10963,60837572,1900,1,1,900,3,7,61,1,0,0,0,0,0,0,0,Elmhurst,Central Queens,Queens,NY,11373
10259,11176577,1650,1,1,686,6,4,57,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn,NY,11235
3137,53659992,6800,2,2,1295,11,34,15,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
5939,14270588,2775,0,1,500,3,22,30,1,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan,NY,10020
3037,38107468,7900,2,2,1160,2,9,75,1,0,0,0,0,0,0,0,Central Park South,All Midtown,Manhattan,NY, 10019 
4290,30235679,3995,1,1,800,3,5,27,0,0,0,0,1,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
6743,66130763,2200,1,1,665,27,4,12,1,0,0,0,0,0,0,0,Kew Gardens Hills,Northeast Queens,Queens,NY,11367
11237,9925024,9950,1,2,2050,3,4,52,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan,NY,10013
4857,76146604,2600,3,1,800,3,1,96,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
1510,69339033,3400,1,1,800,7,3,16,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
1225,64366255,3300,1,1,725,4,5,91,0,1,1,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
9369,62738157,11000,2,2,3000,0,2,116,0,0,0,1,1,1,0,0,Soho,All Downtown,Manhattan,NY,10012
10421,2811462,2400,1,1,875,2,2,85,0,0,0,0,0,0,0,0,Gowanus,Northwest Brooklyn,Brooklyn,NY,11217
3095,78904137,3250,2,1,850,5,3,116,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
10058,65033177,5700,2,2,1176,12,2,7,0,1,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan,NY,10199
1861,84130049,7246,2,2,1080,1,10,89,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
